,Unnamed: 0,Extraction_date,Reference,Category,Name,Address,Size,Size_prefix,Nbr_of_rooms,Nbr_of_baths,Price,Description,URL
2075,3909,2018-07-16T08:48:13,7d1f58bb-651d-4a5b-8398-e9d1b373dabb,Appartement,À Louer Studio Dans Une Résidence Gardée À Cité Ennozha,"Ariana, Ariana",Appartements,m²,1.0,,420.0,À louer Studio dans une résidence gardée à cité ennozha Ariana grande chambre avec placard salon salle de bain cuisine équipée avec séchoir climatisation,https://www.tayara.tn/listings/appartements-2/7d1f58bb-651d-4a5b-8398-e9d1b373dabb/à-louer-studio-dans-une-résidence-gardée-à-cité-ennozha
2076,3911,2018-07-16T08:47:50,7d129496-ff0a-40ec-8b97-38eda21b4619????-??????-?????-??-??????,Appartement,???? ?????? ????? ?? ??????,"Nabeul, Autres villes",Appartements,m²,2.0,,0.0,,https://www.tayara.tn/listings/appartements-2/7d129496-ff0a-40ec-8b97-38eda21b4619/????-??????-?????-??-??????
2077,3912,2018-07-16T08:47:39,7c758aaa-5a60-4db3-abfe-89a20d4b57ed,Appartement,Maison A Louer Kelibia,"Nabeul, Autres villes",Appartements,m²,2.0,,0.0,Lieu : kelibia centre ville  S+2 54644225 CLIMATISÉ S+2 2 ??? ????? ???? ?????? ???????????? ??? ????? ?????? ????? ??? ???? ? ???? ????? ??????? . ???????? ?????? ??????? ??? 54644225 95597860,https://www.tayara.tn/listings/appartements-2/7c758aaa-5a60-4db3-abfe-89a20d4b57ed/maison-a-louer-kelibia
2078,3913,2018-07-16T08:47:34,7b19f942-6a6c-434c-87e0-3c0d13a96bb0,Appartement,Appartement S2 De Standing,"Sousse, Sousse Jawhara",Appartements,m²,2.0,,500.0,"Un Appartement S2 dans une résidence au Troisième Etage avec ascenseur propre avec deux climatiseurs : Deux chambres à coucher, salon avec un balcon, une salle de bain et une cuisine équipé des éléments de rangements avec séchoir Prix de location est 500Tnd/Mois Contact Info : Agence Xpert Immobilier Tunisie Tel 73 278 103/Gsm :98 763 241 Adresse Agence :Rue El Maghreb El Arabie à Khezama à coté Carrefour Market 4071 Sousse",https://www.tayara.tn/listings/appartements-2/7b19f942-6a6c-434c-87e0-3c0d13a96bb0/appartement-s2-de-standing-
2079,3917,2018-07-16T08:47:14,67edd0fe-d116-4994-ab58-26536ac82c9e,Appartement,Appt S+2 Ht Std Jamais Habite El Aouina,"Tunis, Autres villes",Appartements,m²,3.0,,850.0,"FB 1032 Contacter notre Conseiller en immobilier Ahmed 56306032. visiter notre site web: www.ari.tn Loyer: 850 DT Superficie: 110 m² Type : APPT S+2 Adresse: EL AOUINA A louer un appartement S+2 au 3éme étage jamais habité de haut standing dans une résidence Bien gardée et équipée avec camera de surveillance et ascenseur, l?appartement compose d?un salon spacieux avec terrasse plus cuisine, séchoir, une salle d?eau pour les invités et salle de bain plus deux chambres à coucher avec dressing, Chauffage central. Place de parking sous sol. Agence immobilière ARI.",https://www.tayara.tn/listings/appartements-2/67edd0fe-d116-4994-ab58-26536ac82c9e/appt-s+2-ht-std-jamais-habite-el-aouina
2080,3918,2018-07-16T08:47:13,7c6a609e-59ec-4df3-acc5-8cfa7d3d1f56,Appartement,Rentré Scolaire Septembre 2018 : Appartement Meublé Pour Deux Étudiants,"Monastir, Monastir",Appartements,m²,2.0,,350.0,"Agence Carthage vous propose : à louer à partir de Septembre 2018 un appartement meublé au quatrième étage de résidence el corniche Monastir ( sans ascenseur) avec syndic voisinage sélectionné en arrière de café dokkana et à 10 minutes de la mer entre facultés de mode et institut supérieur de mathématique et d'informatique Monastir pas loin de faculté de médecine et de centre ville offrant : une entrée avec terrasse , cuisine , deux chambres et une douche . Pour réservation, et plus d'informations, contactez Agence Carthage : +21673462194 Kamel : +216 23 693 472 - +21699921458 Monem : +21621209245 - +21697472832",https://www.tayara.tn/listings/appartements-2/7c6a609e-59ec-4df3-acc5-8cfa7d3d1f56/rentré-scolaire-septembre-2018-:-appartement-meublé-pour-deux-étudiants
2081,3920,2018-07-16T08:47:05,7ccbb3d0-1aea-4ec1-a8e3-59336a51d7a5,Appartement,Joli Appartement Vide À Marsa Plage,"Tunis, La Marsa",Appartements,m²,3.0,,2700.0,"A louer un joli appartement vide , situé dans une résidence gardée , composé : D'un salon, trois chambres à coucher , deux salles de bain et une cuisine équipée L'appartement est équipé d'une climatisation et du chauffage central Loyer : 2700 dt /mois Pour plus d'information veuillez contactez l'agence sur le 22914366",https://www.tayara.tn/listings/appartements-2/7ccbb3d0-1aea-4ec1-a8e3-59336a51d7a5/joli-appartement-vide-à-marsa-plage-
2082,3921,2018-07-16T08:47:01,67d54a0b-f3e8-4d1c-a1e2-1fe982766b68???-?????-?????-??????-???-?????-????????,Appartement,??? ????? ????? ????? ?????? ??? ????? ????? ?? ?????????????,"Monastir, Monastir",Appartements,m²,2.0,,500.0,??? ????? ????? ?????? ?????????????? ??? ???? ??????? ???? ????? ???? ?????????? ??????? ?????. ????? ???? ???????? ???? ????????. ????? ??????? ??? ????? 98285368? ????? 500? ?????,https://www.tayara.tn/listings/appartements-2/67d54a0b-f3e8-4d1c-a1e2-1fe982766b68/???-?????-?????-??????-???-?????-????????
2083,3922,2018-07-16T08:46:59,7ccaf079-932e-40b0-80e2-69b5ebe6bc73,Appartement,Appartement S+2 Bien Équipé Vue Sur Mer,"Monastir, Monastir",Appartements,m²,2.0,,0.0,S+2 bien équipé vue sur mer à skanes palmier,https://www.tayara.tn/listings/appartements-2/7ccaf079-932e-40b0-80e2-69b5ebe6bc73/appartement-s+2-bien-équipé-vue-sur-mer
2084,3926,2018-07-16T08:46:42,7ca0bfe8-fd0f-4bc4-82b9-3a18c59fdb76,Appartement,Location Appartement Meublé El Mourouj 3,"Ben arous, El Mourouj",Appartements,m²,2.0,,0.0,Je met en location pour 2 etudiants ou 2 médecins (hopital hourouk) un appartement meublé S+1 + cuisine + sdb + entrée voiture a El Mourouj 3 a proximité 100mètres du terminus metro 6 et du foyer universitaire . Pour plus d'informations contactez 21825547 / 97591373,https://www.tayara.tn/listings/appartements-2/7ca0bfe8-fd0f-4bc4-82b9-3a18c59fdb76/location-appartement-meublé-el-mourouj-3-
2085,3928,2018-07-16T08:46:31,7c7d2ef6-63b9-4de4-917f-13b6085fb158,Appartement,Maison Meuble S Plus 2 Dans Une Quartier Calme Prés De La Mer,"Nabeul, Hammamet",Appartements,m²,2.0,,60.0,maison meublé s plus 2 dans une quartier calme prés de la mer,https://www.tayara.tn/listings/appartements-2/7c7d2ef6-63b9-4de4-917f-13b6085fb158/maison-meuble-s-plus-2-dans-une-quartier-calme-prés-de-la-mer
2086,3929,2018-07-16T08:46:26,7c758aaa-5a60-4db3-abfe-89a20d4b57ed,Appartement,Maison A Louer Kelibia,"Nabeul, Autres villes",Appartements,m²,2.0,,0.0,Lieu : kelibia centre ville  S+2 54644225 CLIMATISÉ S+2 2 ??? ????? ???? ?????? ???????????? ??? ????? ?????? ????? ??? ???? ? ???? ????? ??????? . ???????? ?????? ??????? ??? 54644225 95597860,https://www.tayara.tn/listings/appartements-2/7c758aaa-5a60-4db3-abfe-89a20d4b57ed/maison-a-louer-kelibia
2087,3930,2018-07-16T08:46:19,67c64bfc-95e6-4e8d-b437-95e989104f19,Appartement,Appartement Meuble A Louer A Ras El Kef,"Gafsa, Gafsa Nord",Appartements,m²,2.0,,50.0,"Un appartement meublé et bien équipé et propre, à louer pour une longue durée ou une courte durée par nuitée(POUR LES PERSONNES NON RÉSIDENTS A GAFSA ET QUI SONT EN DÉPLACEMENT PROFESSIONNEL OU AUTRE.... la nuitée est à 50DT,l'appartement est situé à Ras el kef dans un quartier résidentiel pour plus d'information veillez contacter le 25921662",https://www.tayara.tn/listings/appartements-2/67c64bfc-95e6-4e8d-b437-95e989104f19/appartement-meuble-a-louer-a-ras-el-kef
2088,3932,2018-07-16T08:46:13,7c222b83-85d4-40f8-9b18-80891f769723,Appartement,Pour Étudiantes Ou Filles Employées,"La manouba, Denden",Appartements,m²,4.0,,150.0,"a louer pour étudiantes ou filles employées un appartement au 1 ère étages situé à cité folla oued gueriana à 10 minutes du station du métro den den qui contient 2 chambres individuelles, une chambre double une chambre triple, une salle de bain, une salle d'eau et une cuisine chambre individuelle avec balcon : 200 dt/mois chambre individuelle simple : 170 dt/mois chambre double : 150 dt/mois chambre triple : 130 dt/mois l'eau et l'électricité sont à la charge du propritaire disponible à partir du mois d'aout",https://www.tayara.tn/listings/appartements-2/7c222b83-85d4-40f8-9b18-80891f769723/pour-étudiantes-ou-filles-employées
2089,3933,2018-07-16T08:46:09,798717b9-7743-4d0a-81c5-325a40e67349,Appartement,Maison A Louer A Kelibia,"Nabeul, Autres villes",Appartements,m²,2.0,,100.0,par semaine,https://www.tayara.tn/listings/appartements-2/798717b9-7743-4d0a-81c5-325a40e67349/maison-a-louer-a-kelibia
2090,3935,2018-07-16T08:46:04,7aca5f62-201a-4a98-9f1c-d8a28ab1990b,Appartement,Pour Vos Vacances,"Nabeul, Hammamet Nord",Appartements,m²,1.0,,130.0,"Un Appartement S+1 dans une zone touristique composé d?un salon , une chambre à coucher , une cuisine et une salle de bain",https://www.tayara.tn/listings/appartements-2/7aca5f62-201a-4a98-9f1c-d8a28ab1990b/pour-vos-vacances
2091,3936,2018-07-16T08:46:03,790ce4da-a4e5-4f66-a52f-4448ad1219dd,Appartement,Location Courte Durée Des Appartements Avec Piscine,"Nabeul, Hammamet",Appartements,m²,3.0,,1200.0,"Location été Nous proposons à la location courte durée des Appartements au première étage et deuxième étage S+3 Loyer : 1800 DT La semaine , troisième étage S+2 avec terrasse vue sur mer Loyer : 1800 DT La semaine et studio en RDC S+1 avec terrasse Loyer : 1200 DT La semaine, dans une petite résidence avec piscine à une zone résidentielle à proximité de l?Hôtel citronnier, plage restaurants, cafés et supermarché. Pour info et visite appeler le 95 404 051 / 72 323 600",https://www.tayara.tn/listings/appartements-2/790ce4da-a4e5-4f66-a52f-4448ad1219dd/location-courte-durée-des-appartements-avec-piscine
2092,3938,2018-07-16T08:45:59,7ac55486-e87b-4108-a2d0-819b7f3d13be,Appartement,A Louer Pendant L Été,"Nabeul, Autres villes",Appartements,m²,2.0,,0.0,maison haut standing S+2.Bien équipé climatisé.,https://www.tayara.tn/listings/appartements-2/7ac55486-e87b-4108-a2d0-819b7f3d13be/a-louer-pendant-l-été
2093,3939,2018-07-16T08:45:57,7c110c54-79a1-49e4-9c33-fb3b5d4e0023,Appartement,Appartement Meublée À Kantaoui,"Sousse, Kantaoui",Appartements,m²,2.0,,750.0,a louer un appartement meublée sis a kantaoui pour longue durée se compose de salon+ 2 chambres+chauffage central+climatiseur+cuisine. Soyez le bienvenue à notre agence Immobilière JOURNAL IMMOBILIER ( agréée) notre bureau au boulevard 14 janvier a cote de pâtisserie cerise et meuble interieur contacter Votre conseiller : AHMED 97 222 822 / 27037037 Nos services : * Évaluation gratuite * Visite gratuite * Connaissance détaillé du marché * Conseils juridique et financier,https://www.tayara.tn/listings/appartements-2/7c110c54-79a1-49e4-9c33-fb3b5d4e0023/appartement-meublée-à-kantaoui-
2094,3940,2018-07-16T08:45:54,7ab4eebb-4eaa-4f01-a0c1-3b777eadd405,Appartement,A Louer : C V De Tunis Bab Khadra ; Studio S+0 Confortablement Meublé;,"Tunis, Centre Ville - Lafayette",Appartements,m²,1.0,,450.0,"A louer un studio confortablement meublé S+O contenant une chambre+ cuisine et salle d'eau au rez de chaussé , TV, réfrigérateur ,gaz de ville..... prés de toute commodités métro....convient pour étudiantes ou missionnaires, (acte de mariage valide en cas de couples); sis au 7 rue d'enfidaville juste devant le foyer de bab el khadra, pour plus d'info contactez 28 841 903 ou 21 89 80 29 dispo a partir du 10 juillet",https://www.tayara.tn/listings/appartements-2/7ab4eebb-4eaa-4f01-a0c1-3b777eadd405/a-louer-:-c-v-de-tunis-bab-khadra-;-studio-s+0-confortablement-meublé;
2095,3942,2018-07-16T08:45:48,7ab358f0-1800-460b-8c34-68db96d274ec,Appartement,Appartement A Mahdia,"Mahdia, Mahdia",Appartements,m²,2.0,,657.0,"appartement haut standing dans la résidence paris avec gardien jour et nuit, immeuble neuf, au 4 étage avec ascenseur a carte et porte d?entre avec code, immeuble bien sécurisé. appartement bien meublé et équipé, tout est neuf, pied dans l'eau (20m), en plein zone touristique animé et accueillant: discothèques, café, superettes, boulangerie, banque, restaurants, boutiques, shopping , face à une très belle plage de sable fin , ce grand appartement climatisé de 89m² vous offrira un confore et un calme pour bien relaxer , magnifique plage. appartement clair et bien en solier, tout confort avec climatiseur dans toutes les pièces, chauffage centrale, transport: gare sncft liaison direct avec l'aéroport de Monastir (15min) à pied. du lundi 04 juin au dimanche 01 juillet la semaine à 650 DT du lundi 02 juillet au lundi 30 juillet la semaine à 850 DT du lundi 30 juillet au lundi 03 septembre la semaine à 850 DT du lundi 03 septembre au lundi 17 septembre la semaine à 650 DT du lundi 17 septembre au lundi 01 octobre 550 DT ou par jour 80 DT du lundi 01 octobre 2018 au vendredi 31 mais 2019 (c?est l?année scolaire) le mois à 450 ou par jour à 80DT GSM : 20269109 MED",https://www.tayara.tn/listings/appartements-2/7ab358f0-1800-460b-8c34-68db96d274ec/appartement-a-mahdia
