Extraction_date,Marketplace,Reference,Status,Category,Name,Address,Size,Size_prefix,Nbr_of_rooms,Nbr_of_baths,Price,Description,URL
2018-07-16T14:07:18,Jumia TN,L-TN-00157378,A vendre,Appartements,Bel Appartement S+2 À Vendre,"Cité Ennasr, Cité Ennasr, Ariana",68,m²,1,1,180000.0,"L’appartement est de standing moyen, contenant un salon spéciaux, deux chambres   a couche, une cuisine équipe et une salle de bain plus une place parking  L’appartement est dans une zone calme et de toutes les commodités",https://house.jumia.com.tn/bel-appartement-s2-a-vendre-157378-29.html?page=17&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-07-16T14:07:15,Jumia TN,L-TN-00127493,A vendre,Appartements,Appartement Au Lac I,"Les Berges du Lac0, Les Berges Du Lac, Tunis et Banlieue Nord",,m²,3,1,450000.0,"a vendre au lac 1, un appartement au 3éme étage, composé de salon salle à manger, 3 chambres à coucher, salle de bains, salle d'eau, cuisine équipée, place de parking au sous sol, titre bleu, prix: 430MD",https://house.jumia.com.tn/appartement-au-lac-i-127493-29.html?page=17&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-07-16T14:07:09,Jumia TN,L-TN-00163387,A vendre,Appartements,S+2 De 157M² À Hammamet Centre,"Hammamet Centre, Hammamet, Nabeul",157,m²,2,1,650000.0,"Il est situé au premier étage d'une résidence pieds dans l'eau au centre-ville de Hammamet. Son emplacement central permet d'être en plein coeur de Hammamet tout en bénéficiant d'un accès direct à la plage. Le salon, revêtu en marbre blanc, possède une terrasse vue mer. La cuisine est aménagée et équipée de four, hotte et plaques. Elle est complétée par un séchoir. Une salle d'eau avec douche est disponible. La suite parentale possède un placard et sa propre salle de bain. La deuxième chambre à coucher possède un balcon vue sur mer. La climatisation est individuelle, ainsi que le chauffage central. Tous les appartements sont équipés de fenêtre en aluminium et double vitrage, et de volets roulants. Les sanitaires et robinetteries sont de premier choix. Les prix incluent une place de parking au sous-sol.",https://house.jumia.com.tn/s2-de-157m-a-hammamet-centre-163387-29.html?page=17&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-07-16T14:07:04,Jumia TN,L-TN-00123031,A vendre,Appartements,A Vendre Un Superbe Appartement S+3 - D 4 - 6,"El Mourouj, El Mourouj, Ben Arous - Tunis Sud",180,m²,3,1,252000.0,"Le Groupe Magasin Général, via sa filiale Build Immo, met a votre disposition un bel appartement en S+3 comportant un salon et salle à manger dotée d'une terrasse, une cuisine équipée et agencée donnant sur un séchoir, une SDB et 3 chambres à coucher avec dressing.Cette Résidence se distingue par son emplacement dans un quartier résidentiel et à proximité de toutes les commodités.",https://house.jumia.com.tn/a-vendre-un-superbe-appartement-s3-d-4-6-123031-29.html?page=17&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-07-16T14:06:59,Jumia TN,L-TN-00116383,A vendre,Appartements,Studio 44 M2 Furnished Equipped Located In Front Of Sea Of ​​A Very Nice Residence With Garden Swimming Pool Terrace,"Tabarka, Tabarka, Tabarka, Jendouba",,m²,1,1,188589.0,"Studio 44 m2 meublé équipé situé en front de mer d'une très belle résidence avec jardin piscine terrasse Complexe résidentiel Tabarka club ""Blue Sea"" à vendre studio bord de mer de une chambre type S+0 plein pieds de 44 m2 (57.2 m2 avec les parties communes) situé en bord de mer face a une splendide plage de sable blanc fin Vendu meublé, équipé, agencé Le studio est située dans une luxueuse résidence face à la méditerranée, au cœur de la magnifique zone Touristique et balnéaire de Tabarba Jendouba. La résidence est proche de toutes commodités, du centre ville, de la marina, des plages, de diverses attractions, etc. Une situation entre mer, colline et foret des plus appréciée, un produit immobilier abordable, unique et rare. Prix de vente du studio : 171 600,000 TND HT et frais de vente 74 610,00 Dollars 68 640,00 Euros Financement possible Possibilité de gestion avec rendement locatif Confort et Services : Piscine pour adulte et pour enfants Solarium Barbecues spécial grillades avec coin chaumière Restaurant avec coin cheminée feu ouvert sur la partie terrasse piscine Résidence sécurisé, gardée, clôturée avec parking Entrée individuelle Climatisation chaud et froid indépendante (système split) Eau chaude indépendante par système accumulation électrique Toitures solides en dalles pleines et recouvertes de tuiles rouge de fabrication locale (tuiles de Tabarka - supporte la neige etc). Jardin, espace vert, environnement d’exception. Composition : 1 chambre, 1 salle de bain avec sèche cheveux, 1 toilette WC séparé, 1 kichenette, terrasse loggia Le studio dispose du chauffage et de la climatisation avec réglage individuel, de la TV avec multi chaine via satellite, téléphone avec ligne directe pour les appels nationaux ou internationaux, d'un frigo et mini bar, d'un coffre fort. Le complexe résidentiel de villégiature Tabarka club blue sea vue mer est constituée de 60 appartements, studios et villas à vendre. (S+0, S+1, villas S+3). Possibilité de moduler et transformer des surfaces S+1 en S+2 ( S+1 X2) ou en S+3 (S+1 x3) voir d'autres types de surfaces. Tous et toutes sont équipés de bains, douche, WC, télévision par satellite, téléphone, climatisation, chauffage, mini-bar, mini-coffre en location, terrasse-loggia. Équipements : Cuisine agencée complètement équipée. Placard, dressing, les studios, les appartements, les villas sont entièrement meublés et équipés. Boiseries : Portes extérieures et intérieures pleines, massives et sécurisées avec moulures. Porte fenêtres en aluminium blanc, double vitrage fumé avec isolation. Quincaillerie, huisserie importée de qualité Revêtements : Grès mono-cuisson de 1er choix dans les chambres, salon, salles de bains, kitchenettes, cuisines. Faïence des salles de bains, des salles d'eau de qualité Dorémail Sanitaires : Salles de bains, salles d'eau équipées de sanitaires de qualités. Robinetteries et accessoires de 1 ère qualité Bonne construction, excellentes prestations, porte entrée sécurisée, fenêtres double vitrage, isolation, insonorisation, etc. Le complexe résidentiel Tabarka club blue sea vue mer vous offre également ""le package full commodités et services"" qui permet de profiter des installations hôtelière voisine avec une carte ""Méga Avantages"" offrant jusque - 20 % de réductions. ( a vous d'en faire profiter votre famille, vos proches, vos amis, vos relations, etc.) Le complexe Tabarka club blue sea vue mer est totalement sécurisé et géré, il offre des prestations ainsi que tout un ensemble de commodités digne d'un bel hôtel 4 étoiles. Le complexe résidentiel propose une réception, une conciergerie, sécurité 24h sur 24, 7 jours sur 7, garderie enfants, services navettes, navettes aéroport, etc.",https://house.jumia.com.tn/studio-44-m2-furnished-equipped-located-in-front-of-sea-of-a-very-nice-residence-with-garden-swimming-pool-terrace-116383-29.html?page=17&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-07-16T14:06:53,Jumia TN,L-TN-00135725,A vendre,Appartements,Appartement De 180 M² À El Maamoura,"el maamoura plage, El Maamoura, Al maamoura, Nabeul",180,m²,3,1,170000.0,"Maamoura plage :Chez BEYA IMMOBILIERE à vendre  un appartement de 180 m²  (réf ; APPARTEMENT EGLANTINA VAC736) composée d’un salon , trois chambres , une cuisine , une salle d’eau et une salle de bain avec deux terrasses (Possibilité d'acheter un garage ) . PRIX à discuter . Frais de visite est 20DT Pour pouvoir vous bien servir , nous vous prions de bien vouloir prendre un RDV a l’avance",https://house.jumia.com.tn/appartement-de-180-m-a-el-maamoura-135725-29.html?page=17&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-07-16T14:06:48,Jumia TN,L-TN-00151185,A vendre,Appartements,Sublime S+2 Neuf,"Hammamet, Hammamet, Tunis et Banlieue Nord",,m²,1,1,329000.0,"Appartement s+2 d'une surface de 99 m2 à et une jardin de 32 m2 à Hammamet Sud Accessibilité: Implanté en pleine zone touristique à proximité immédiate d’une infrastructure hôtelière de la ville La résidence est aisément desservie à partir des sorties nord et sud de l’autoroute de Tunis Sousse . Commodités: -Ascendeurs -Celliers au sous-sol -Gardiennage physique professionnel -Surveillance électronique (Domotique) -Climatisation chaud/Froid -Parabole collective installé -Wifi -Revêtement en marbre blanc importé 1er choix (Italie) aux salons / séjours -Revêtement Sol en parquet pour les chambres -Double vitrage/Isolant phonique et opacité de l’extérieur assurant intimité -Baies vitrées pour tout l’appartement -Fenêtre en aluminium noir de 1er choix résistant aux intempéries -Fermeture fenêtres en stores mécanisés -Staff généralisé -Dressing et placards installé et aménagé -Cuisine aménagé : revêtement sol en grès noir importé -Piscine fonctionnel (Moteurs installé) -Portes en bois massif, 1er Choix -Sanitaire moderne importé 1er Choix -Patios et extérieurs aménagés -Étanchéité terrasse et jardin suspendus Possibilités : place parking 15000 Dnt cellier 800 Dnt/m2",https://house.jumia.com.tn/sublime-s2-neuf-151185-29.html?page=17&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-07-16T14:06:43,Jumia TN,L-TN-00131866,A vendre,Appartements,Appartement S+3 De 140 M² Au Lac1,"Les Berges Du Lac 1, Les Berges Du Lac, Tunis et Banlieue Nord",140,m²,3,1,350000.0,"À vendre au lac1, dans une résidence calme et proche de tous commerces. un appartement de 140m2 situé au 2ème étage sans ascenseur avec parking en sous-terrain. il comprend : une cuisine basic, un grand salon/séjour avec balcon, une salle de bain et une salle d’eau. trois chambres dont une avec dressing et une autre avec balcon.   entrée sécurisée, interphone, chauffage central, climatiseurs.  à proximité : lac , arrêt de bus, commerces et école primaire.",https://house.jumia.com.tn/appartement-s3-de-140-m-au-lac1-131866-29.html?page=17&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-07-16T14:06:38,Jumia TN,L-TN-00140822,A vendre,Appartements,Immeuble À Soviva Chatt Meriem,"Chatt Meriem, Chott Meriem, Akouda, Sousse",150,m²,10,10,800000.0,"C'EST VRAIMENT INTÉRESSANT  PROJET D'INVESTISSEMENT   A VENDRE   Un immeuble construit sur un terrain de 150m2 contient 10 appartement meublés , avec trois places parking. Dans un endroit très intéressant à Soviva Chatt Meriem près de la mer (même pas 70m) . Donc notre immeuble est un idéal investissement pour la location surtout pour la saison d'été .  Le prix est négociable .  Pour plus de détails contactez notre agence TUNIMMOB (AV yasser Arafet Sahloul Sousse) .",https://house.jumia.com.tn/immeuble-a-soviva-chatt-meriem-140822-29.html?page=17&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
2018-07-16T14:06:33,Jumia TN,L-TN-00122868,A vendre,Appartements,A Vendre Un Bel Appartement,"Gammarth Palace, Gammarth, Tunis et Banlieue Nord",141,m²,1,2,0.0,A vendre un magnifique appartement situé à Gammarth avec une vue dégagée sur la mer .,https://house.jumia.com.tn/a-vendre-un-bel-appartement-122868-29.html?page=17&size=30&category=22&attribute_option=offer_type%3Abuy&dir=desc
