,Unnamed: 0,Extraction_date,Reference,Category,Name,Address,Size,Size_prefix,Nbr_of_rooms,Nbr_of_baths,Price,Description,URL
2206,4867,2018-07-16T08:17:28,28c30ea6-848a-4dd7-aa8e-71e9feb92a06,Appartement,Appartement S1 Avec Ppkss,"Tunis, L'aouina",Appartements,m²,1.0,,120000.0,"Bonne occasion A vendre un appartement s1 avec terrasse, qui se compose d'un salon , 1 chambre à coucher, cuisine équipé , salle de bain. l'appartement doté d'un chauffage central, ascenseur. plus d'information contacter le 21 911 080 / 94 293 777.",https://www.tayara.tn/listings/appartements-2/28c30ea6-848a-4dd7-aa8e-71e9feb92a06/appartement-s1-avec-ppkss
2207,4871,2018-07-16T08:17:20,2a918ba4-202e-434e-a679-e94e98d589fe,Appartement,Un Appartement S+3 De 140 M² À Hammam Chatt,"Ben arous, Hammam Chott",Appartements,m²,3.0,,185000.0,"Cet appartement est situé au deuxième étage avec ascenseur dans une résidence calme et gardée, proche de toutes commodités. L'entrée dessert un salon éclairé. La cuisine est installée et équipée par une plaque,Four, Hotte, et une lave vaisselle ,elle ouvre sur un séchoir. La partie nuit abrite trois chambres à coucher qui partageant une salle de bain et une salle d'eau. Deux places de parking est disponible.",https://www.tayara.tn/listings/appartements-2/2a918ba4-202e-434e-a679-e94e98d589fe/un-appartement-s+3-de-140-m²-à-hammam-chatt
2208,4879,2018-07-16T08:16:55,270d59ff-d6e4-4b98-9023-c910153c43ba,Appartement,Appartement (S+3) Directe Promoteur À Cité Erriyadh,"Sousse, Sousse Riadh",Appartements,m²,3.0,,160000.0,"Cet appartement (s+3) d'une superficie de 122 m² au première étage dans une résidence gardé et sécurisée,récemment construite en 2018 à cité erriyadh , proche de toutes commodités :Transport ,jardins d'enfants ,écoles et lycées. L'entrée donne sur le salon,il est assez spacieux pour y placer un coin salon et un coin repas. bénéficie d'une sortie à un balcon. Pour la confection de vos repas, vous trouverez une cuisine agencée qui vous donne accès à un séchoir . Un couloir ,nous mène à la partie nuit qui comporte trois chambres à coucher , une parmi ces chambres équipé par un placard .elles se partagent une salle de bain avec baignoire. NB: PV de récollement est disponible ,Frais d'enregistrement 1% (directe promoteur) NB : Possibilité d'un crédit premier logement Standing et équipement : -menuiserie en PVC, -volets roulants manuels - placard -ascenseur -chauffage central prés installé Soyez le bienvenue à notre agence Immobilière NEW WAY(agréée) Nouvelle génération Rue Hassen Ben Said 4051 khezema ouest sousse. Votre conseillère : ACHWEK SEDDIK 28 615 615 / (Viber et Whatsapp) /73 275 544 NEW WAY(agréée) Nouvelle génération Nos services : * Évaluation gratuite * Visite gratuite * Connaissance détaillé du marché * Conseils juridique et financier * Accompagnement jusqu?a la signature du contrat CONSEIL & TRANSACTION NEW WAY(agréée) Nouvelle génération",https://www.tayara.tn/listings/appartements-2/270d59ff-d6e4-4b98-9023-c910153c43ba/appartement-(s+3)-directe-promoteur-à-cité-erriyadh
2209,4882,2018-07-16T08:16:50,27082e3f-c385-4bc1-9210-0b0c19772ba5,Appartement,Appartement,"Tunis, Autres villes",Appartements,m²,2.0,,70.0,APPARTEMENT en bonne etat s+2 a ksar said 2 cuisine modifier,https://www.tayara.tn/listings/appartements-2/27082e3f-c385-4bc1-9210-0b0c19772ba5/appartement
2210,4883,2018-07-16T08:16:48,2a5f2939-2dcb-4c0f-97c8-c1c6e7ddd1d5,Appartement,Appartement À Vendre,"Tunis, Agba",Appartements,m²,3.0,,60000.0,appartement au rez de chaussée superficie 70 M. 2 pièces et salon avec cuisine et salle d eau avec un saulier et un espace vert contact : 96442996,https://www.tayara.tn/listings/appartements-2/2a5f2939-2dcb-4c0f-97c8-c1c6e7ddd1d5/appartement-à-vendre
2211,4885,2018-07-16T08:16:42,2a43dd4e-7780-4070-9f34-0a1b907919b8,Appartement,Immobier A Hergla A Vendre,"Sousse, Hergla",Appartements,m²,15.0,,0.0,immobier a hergla a vendre a 4 appartement a hergla +3 studio,https://www.tayara.tn/listings/appartements-2/2a43dd4e-7780-4070-9f34-0a1b907919b8/immobier-a-hergla-a-vendre-
2212,4889,2018-07-16T08:16:35,2845cfa9-4785-42f5-a1b0-2a790a88889f,Appartement,A Vendre Appartement Très Proche De Yasmine Elhammamet,"Nabeul, Hammamet",Appartements,m²,2.0,,160000.0,"Agence ghalleb met à votre disposions un bel appartement en deuxième étages très proche de Yasmine el Hammamet et de la plage aussi proche de toutes les commodités plus de détails sur cet appartement: Un salon, deux chambres à couches, une salle de bain et beau terrasse. Superficie : 160m². Prix:160MD. Pour plus d'infos veillez contacter le 29737009. Ou visiter chaîne You tube ghalleb.",https://www.tayara.tn/listings/appartements-2/2845cfa9-4785-42f5-a1b0-2a790a88889f/a-vendre-appartement-très-proche-de-yasmine-elhammamet
2213,4890,2018-07-16T08:16:31,22510c96-54ed-475f-a5d6-1e43703eb1e5,Appartement,Apt Vue De Mer Dans Une Résidence Les Pieds Ds L'Eau,"Sousse, Akouda",Appartements,m²,2.0,,165000.0,nous mettons en location un apt vue mer dans une résidence les pieds ds l'eau 80m2 se compose de 2cc salon SDB balcon. Siège social : Khzema ouest la rue est en face station chtéwi entre carrefour market et rondpoint ben Zineb. Contact info : tel : 95212779-58912779/fixe : 73276035 Siège social : Khzema ouest la rue est en face station chtéwi entre carrefour market et rondpoint ben Zineb. Contact info : tel : 95212779-58912779/fixe : 73276035,https://www.tayara.tn/listings/appartements-2/22510c96-54ed-475f-a5d6-1e43703eb1e5/apt-vue-de-mer-dans-une-résidence-les-pieds-ds-l'eau-
2214,4891,2018-07-16T08:16:31,2a2e1481-f81b-4619-9147-281b7abb3010,Appartement,%%%Offffffffffffffffre %%%%%,"Ariana, Ariana",Appartements,m²,2.0,,0.0,Pour plus d?info contactez votre conseillère en immobilier 51006957 Satisfaction garantie,https://www.tayara.tn/listings/appartements-2/2a2e1481-f81b-4619-9147-281b7abb3010/%%%offffffffffffffffre-%%%%%
2215,4892,2018-07-16T08:16:31,252335d7-17db-42cf-a627-c4f0f64a434f,Appartement,Cherchons Immeuble,"Tunis, Centre Ville - Lafayette",Appartements,m²,4.0,,0.0,"cherchons immeuble standing a usage bureau 2 , 3 , 4 étage coté bilveder ,lafayette ,passage , barcelone agence Imtiyez 22262951",https://www.tayara.tn/listings/appartements-2/252335d7-17db-42cf-a627-c4f0f64a434f/cherchons-immeuble-
2216,4893,2018-07-16T08:16:28,27017927-8bd3-499c-8bcb-773f2ef1a3cf,Appartement,Studio Bhira,"Bizerte, Bizerte",Appartements,m²,2.0,,330.0,a louer un studio a el bhira bizerte en 1ere étage a comme superficie 45m² composée de salon chambre cuisine salle d'eau et douche bonne emplacement contacter ridha sur 93877097 / 27256681,https://www.tayara.tn/listings/appartements-2/27017927-8bd3-499c-8bcb-773f2ef1a3cf/studio-bhira
2217,4898,2018-07-16T08:16:13,2830edb5-9c13-48a5-bfda-8027df462365,Appartement,A Vendre Un Appartement Très Proche De Yesmine El Hammamet,"Nabeul, Hammamet",Appartements,m²,2.0,,155000.0,"a vendre un appartement spacieux dans une zone résidentielle sécurisé et calme à Manaret Hammamet très proche de Yasmine Hammamet. Elle se compose d'un salon, deux chambres à coucher avec deux terrasse, la cuisine est totalement équipée, salle d'eau et salle de bain. Chauffage centrale et climatisation split sont disponible. Superficie : 141m² Prix : 155md pour plus d?information merci de nous contacter :95041677",https://www.tayara.tn/listings/appartements-2/2830edb5-9c13-48a5-bfda-8027df462365/a-vendre-un-appartement-très-proche-de-yesmine-el-hammamet
2218,4899,2018-07-16T08:16:12,26eb6932-c54b-4340-af00-b634e6209323,Appartement,Appartement De Luxe,"Sousse, Sahloul",Appartements,m²,2.0,,125000.0,"A vendre bel appartement S+1 neuf, situé au 2ème étage d'une résidence de haut standing avec ascenseur dans le quartier résidentiel Sahloul 4. La résidence est surveillée 24h/24h par un gardien. L'appartement est composé d'un salon, d'une chambre à coucher, une cuisine équipée et agencée, un séchoir et une salle de bain avec aménagement moderne (cuvette suspendu et chasse encastrable). L'appartement bénéficie d'un soin tout particulier dans le choix des matériaux et des couleurs (porte d'entrée de l'appartement en bois noble, porte design à l?intérieur) L'appartement est alimenté en gaz de ville, ligne téléphonique, installation tv numérique, chauffage centrale et climatisation individuelle. L'appartement n'a jamais été habité, cependant lors de votre visite, il sera meublé afin de vous aider à mieux vous projeter. prix 125dt000. Pas sérieux, curieux et rêveurs s'abstenir merci. Premier contact par mail : prod24@yahoo.com",https://www.tayara.tn/listings/appartements-2/26eb6932-c54b-4340-af00-b634e6209323/appartement-de-luxe
2219,4903,2018-07-16T08:16:04,10e5fe1b-aefc-4aac-a98d-e10836601687,Appartement,Appartement À Yasmine Hammamet,"Nabeul, Hammamet",Appartements,m²,2.0,,260000.0,"Une très Bonne affaire chez CASA IMED Un appartement Meublé situé dans une résidence gardée avec piscine à Hammamet Sud Zone touristique, résidentielle, chic et calme à 3 minutes de la plage Notre appartement situé en 1ére étage et possède : salon lumineuse, 2 chambres à coucher, salle de bain, cuisine bien équipée et aménagée, balcon. NB : Place parking, chauffage centrale et climatisation Superficie : 125 m² Document : Titre Bleu Prix : 260.000Md REF : AH008 Pour tous autres renseignements contactez nous : 27484791 Visite disponible 7/7 Satisfaction garantie",https://www.tayara.tn/listings/appartements-2/10e5fe1b-aefc-4aac-a98d-e10836601687/appartement-à-yasmine-hammamet
2220,4905,2018-07-16T08:15:57,2488d97f-48b7-425f-8d52-7ea64dcbf052,Appartement,Appartement Nahrawes N,"Nabeul, Hammamet",Appartements,m²,2.0,,285000.0,"A vendre un RDC indépendante avec jardin dans la zone touristique proche Nahrawes à 2 mn de la mer à pied. Elle se compose d'un salon,deux chambres avec terrasse,cuisine et salle de bain. Superficie : 118m² Prix : 285md Contacter le 00216 94 998 227",https://www.tayara.tn/listings/appartements-2/2488d97f-48b7-425f-8d52-7ea64dcbf052/appartement-nahrawes-n
2221,4906,2018-07-16T08:15:53,20a0b5f2-36b0-4962-a0d5-837eedc5921e,Appartement,"""Sb"" Une Belle Maison Avec Un Parking À Ne Pas Rater !!!","Ariana, Ariana",Appartements,m²,3.0,,170000.0,"#Casa Imed# vous propose un appartement à borj louzir nkhilette. Appartement luxueux, entièrement rénové avec gout et modernité, exposé plein nord aux 1 étages (avec ascenseur) avec vue extraordinaire. Il dispose d'un grand salon avec agrémenté d'un généreux balcon, de 3 chambres +cuisine équipé et salle de bain spacieuse + toilette, avec terrasse 50 m², barbekyou climatisation+ chauffage central Et encore avec un parking sous-sol pour véhicules. Superficie : 147m² Prix :170.000dt Reference : AA002 Pour plus d?information n?hésitez pas à contactez votre conseillère en immobilier 58905488 sabrine Nous sommes à votre service (même samedi & dimanche) Visite du bien disponible (fixer un RDV) Satisfaction garantie",https://www.tayara.tn/listings/appartements-2/20a0b5f2-36b0-4962-a0d5-837eedc5921e/-sb-une-belle-maison-avec-un-parking-à-ne-pas-rater-
2222,4907,2018-07-16T08:15:51,24fdcdac-b186-4261-bc4e-2687a105b608,Appartement,Appartement S3 Très Haut Standing À Lac 2,"Tunis, La Marsa",Appartements,m²,3.0,,620000.0,"?À Vendre Appartement S+3 avec ppkss et cellier ?Emplacement stratégique à Lac 2 ?Superficie : 170 m². ?Typologie : S+3 jamais habite ?Composition : *Salon + salle à mange *Cuisine bien équipée . *trois chambre à coucher + suite parental *Salle de bain. ??Prix : 620000 Milles Dinars?? Pour plus d'Informations, veuillez contacter le 94 293 777",https://www.tayara.tn/listings/appartements-2/24fdcdac-b186-4261-bc4e-2687a105b608/appartement-s3-très-haut-standing-à-lac-2
2223,4908,2018-07-16T08:15:49,22219780-165d-4810-83ae-48a77780cd0d,Appartement,Appartements Très Haut Standing!!!,"Ariana, Chotrana",Appartements,m²,3.0,,2500.0,"#Casa Imed# vous propose des appartements S+3 et des triplex dans une résidence situé à chotrana 1 Emplacement à caractère résidentiel, voisinage très select, avec accès facile. Revêtement sol en marbre et grés dans la masse Chauffage central opérationnel Staff dans toutes les pièces Superficie: à partir de 142, 97 m² Prix: 2500 dt/m² N'hésiter pas de contacter votre conseillère en immobilier Sana 29329037 Visite du Bien par RDV L'agence est ouverte Samedi et Dimanche",https://www.tayara.tn/listings/appartements-2/22219780-165d-4810-83ae-48a77780cd0d/appartements-très-haut-standing-
2224,4909,2018-07-16T08:15:46,267c27bc-78d2-45d0-84b6-f52597ff54bd,Appartement,Vente Studio De 70M² Agba Monastir,"Monastir, Monastir",Appartements,m²,1.0,,0.0,"Studio S+1 : 70m² Promoteur met en vent studio RDC avec une entrée indépendante sans vis-à-vis. Orientation Est . Composition ; Hall, salon, chambre à coucher, terrasse, placards, SDB avec baignoire cuisine agencée rouge et blanc MDF 16 mm Equipement : - Chauffage centrale - Gaz de ville - Compteur eau et électricité Vente immédiate Cordialement Mme. Gabsi Sana Service commerciale & marketing Essania Immobilière 73 907 401/96 248 138",https://www.tayara.tn/listings/appartements-2/267c27bc-78d2-45d0-84b6-f52597ff54bd/vente-studio-de-70m²-agba-monastir
2225,4912,2018-07-16T08:15:33,20884496-a727-4443-8ec0-4256bff98e88,Appartement,Studio Hamamet,"Nabeul, Hammamet",Appartements,m²,1.0,,49.0,a vendre un studio dans une zone calme et bien demandée prés du corniche hamamet. il se compose d'une chambre équipé une kitchinet et un salle de bain. prix: 49.000dt,https://www.tayara.tn/listings/appartements-2/20884496-a727-4443-8ec0-4256bff98e88/studio-hamamet
2226,4914,2018-07-16T08:15:27,20855d0c-113c-4f2e-a5d1-710a0c7d8706,Appartement,Appartement Hergla (Réf. 1481605),"Sousse, Hergla",Appartements,m²,3.0,,0.0,"Somptueux Appartements de type s+1, s+2, s+3 et des duplex de très Haut_Standing à Hergla proche de la mer et de toute commodité à PARTIR DE 163 000 dt l?Appartement est composé de : - Isolation acoustique et thermique - Chauffage central - Climatisation individuelle - 1-2-3 chambres à coucher - 1-2 salles de bain - Cuisine américaine équipée - Salon-salle à manger - Terrasse avec vue Mer - La salle de bain est équipée (sèche-serviette, plan vasque, baignoire ou douche à l?italienne, miroirs et spots) - Volets roulants électriques - TV satellite - Gardiennage 24/24, - Des caméras de surveillance - Digi code - Un ascenseur - Un accès pour les personnes à mobilité",https://www.tayara.tn/listings/appartements-2/20855d0c-113c-4f2e-a5d1-710a0c7d8706/appartement-hergla-(réf-1481605)
2227,4915,2018-07-16T08:15:23,24dcdb3e-ea03-481e-b798-af3ba75f0eb2,Appartement,Très Bonne Occasion !!!,"Nabeul, Hammamet",Appartements,m²,2.0,,350000.0,"Une très bonne occasion Avec #Casa #imed vous avez la chance d?avoir un appartement en 1er étage dans une résidence bien sécurisé en plein Yasmine Hammamet à 2 min de la mer Se compose d?un salon, 2 chambres a couchers, cuisine bien aménager, salle de bain, salle d?eau et un terrasse qui donne une belle vue sur mer Superficie : 100m² Prix : 350 Md (Négociable) REF : AH007 Pour plus d?information n?hésitez pas de nous contacter sur : 00216 46 303 625",https://www.tayara.tn/listings/appartements-2/24dcdb3e-ea03-481e-b798-af3ba75f0eb2/très-bonne-occasion-
2228,4917,2018-07-16T08:15:22,22033c22-8068-43e6-b775-33f94f1a79e6,Appartement,Appartement S+2,"Sousse, Sousse",Appartements,m²,2.0,,280000.0,,https://www.tayara.tn/listings/appartements-2/22033c22-8068-43e6-b775-33f94f1a79e6/appartement-s+2-
2229,4919,2018-07-16T08:15:17,21fbb90b-adb7-463f-963f-b477b0fee66f,Appartement,Appartement S+2 À Hammam Lif,"Ben arous, Hammam Lif",Appartements,m²,2.0,,145000.0,"Cet appartement se situe dans un quartier calme et propre et prés de toutes commodités à Hammam lif. Il se compose d'un grand salon avec accès à un balcon, deux chambres à coucher qui partagent une salle de bain et une cuisine aménagée et équipée complété par un séchoir. Des placards dans le couloir, un chauffage central et une place de parking sont disponible. 29757584",https://www.tayara.tn/listings/appartements-2/21fbb90b-adb7-463f-963f-b477b0fee66f/appartement-s+2-à-hammam-lif
2230,4920,2018-07-16T08:15:15,23d039d4-b476-40e1-985c-2bec58226686,Appartement,(S+2) Au Rez De Chaussée Avec Jardin Privatif Directe Promoteur À Sahloul,"Sousse, Sahloul",Appartements,m²,2.0,,255000.0,"Notre Sublime appartement (s+2) de superficie 183 m² au rez de chaussée à sahloul dans une résidence a l architecture moderne et conviviale, situé dans un emplacement stratégique , proche de toutes commodités à sahloul . L'entrée donne sur le salon revêtu en marbre ,il est assez spacieux pour y placer un coin salon et un coin repas. bénéficie d'une sortie sur un jardin privatif de 60 m² ,ensoleillé, ait l?air beau qui offre un cadre de vie tranquille et confortable. Pour la confection de vos repas, vous trouverez une cuisine à l?américaine agencée et équipée d'une plaque, un four ,et une hotte aspirante.complété par un séchoir la partie nuit comporte deux chambres à coucher .elles se partagent une salle de bain avec baignoire. NB: PV de récolement est disponible ,Frais d'enregistrement 1% (directe promoteur) Standing et équipement : -porte intérieur et extérieur en bois noble -revêtement en marbre -menuiserie aluminium , -volets roulants électriques -cuisine agencé et équipé -, chauffage central -climatisation en split système -chasse encastrable et cuvette suspendu -ascenseur Soyez le bienvenue à notre agence Immobilière NEW WAY(agréée) Nouvelle génération Rue Hassen Ben Said 4051 khezema ouest sousse. Votre Conseiller : ALI ZAÂTIR: 28 614 614 / viber et whatsapp /73 275 544 NEW WAY(agréée) Nouvelle génération Nos services : * Évaluation gratuite * Visite gratuite * Connaissance détaillé du marché * Conseils juridique et financier * Accompagnement jusqu?a la signature du contrat CONSEIL & TRANSACTION NEW WAY(agréée) Nouvelle génération",https://www.tayara.tn/listings/appartements-2/23d039d4-b476-40e1-985c-2bec58226686/(s+2)-au-rez-de-chaussée-avec-jardin-privatif-directe-promoteur-à-sahloul
2231,4922,2018-07-16T08:15:10,23cd3378-14f2-4677-9c84-2b465c5ff7a4,Appartement,Appartement S+2 Borjlouzir,"Ariana, Borj Louzir",Appartements,m²,3.0,,120000.0,À vendre un appartement à borjlouzir résidence Sémiramis salon salle à manger 2 chambres à coucher séchoir balcon pla ce de parking privative titre de propriété individuelle au 4ieme étage pour plus d'information contactez moi au 50802808,https://www.tayara.tn/listings/appartements-2/23cd3378-14f2-4677-9c84-2b465c5ff7a4/appartement-s+2-borjlouzir
2232,4926,2018-07-16T08:15:00,1eafb6c3-638f-4546-bbd3-03b4065d1ccd,Appartement,Un Appartement 4 Chambres 120 M 2,"Monastir, Monastir",Appartements,m²,3.0,,295000.0,UN APPARTEMENT DE 2 CHAMBRES SALON SALLE DE BAIN CUISINE EN TOP ETAT A VENDRE .CET APPARTEMENT SE SITUE AU TOP D UN QUARTIER CALME PRES DE LA FACULTE DE PHARMACIE .,https://www.tayara.tn/listings/appartements-2/1eafb6c3-638f-4546-bbd3-03b4065d1ccd/un-appartement-4-chambres-120-m-2
2233,4933,2018-07-16T08:14:49,236ec7d8-46c6-4bca-a924-235d990e9c25,Appartement,Affaires En Or Vente S+3 Diar Ben Mahmoud Agba,"Tunis, Agba",Appartements,m²,5.0,,110000.0,"L'agence Immobilière Ben Mahmoud vous propose en vente un appartement s+3 , 90 m² , 1er étage , situé à diar Ben Mahmoud El Agba . L'appartement est composé de 3 chambres à coucher , salle salle à manger , salle de bain , salle d'eau , cuisine , Dressing , Séchoir et balcon . Avec titre Foncier Prix de vente : 110000 dinars Pour plus d'informations veuiller contacter Mme Najoua sur 98708398 / 23 277 516",https://www.tayara.tn/listings/appartements-2/236ec7d8-46c6-4bca-a924-235d990e9c25/affaires-en-or-vente-s+3-diar-ben-mahmoud-agba
2234,4934,2018-07-16T08:14:48,1e89173f-832d-4b7a-b35a-e2f9ebb74f1b,Appartement,Appartement A Azn,"Tunis, La Marsa",Appartements,m²,3.0,,300000.0,notre agence immobilière carthaginois met à la à vente un appartement s+3 dans une résidence r+2 calme et gardée de salon et salle à manger et cuisine équipée plus salle d'eau qui complète la partie jour .la partie nuit est se compose : trois chambres à coucher l'appartement est équipée par des dressings et climatiseur et chauffage central.et 20m² terrasse ce prix en ttc place sous-sol hors prix,https://www.tayara.tn/listings/appartements-2/1e89173f-832d-4b7a-b35a-e2f9ebb74f1b/appartement-a-azn
2235,4935,2018-07-16T08:14:45,201735f3-5ae5-427f-a151-4b75f7a41116,Appartement,Appartement De Luxe!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"Ariana, Ariana",Appartements,m²,3.0,,0.0,appartement 1 ere main a ne pas ra te cet offre 51006957,https://www.tayara.tn/listings/appartements-2/201735f3-5ae5-427f-a151-4b75f7a41116/appartement-de-luxe-
2236,4937,2018-07-16T08:14:43,1d2b9073-0d87-4470-a28f-ae029fdb8cb9,Appartement,Un Appartement Au Plein Centre Ville Nabeul 75 Md Oo,"Nabeul, Hammamet",Appartements,m²,1.0,,75000.0,a v un appartement au plein centre villa nabeul s e compose d'un sallon et une chambre à coucher et une cuisine et un salle d'eau pour plus d'information merci de nous contacter:95041677 prix :75 md superficie:80 m²,https://www.tayara.tn/listings/appartements-2/1d2b9073-0d87-4470-a28f-ae029fdb8cb9/un-appartement-au-plein-centre-ville-nabeul-75-md-oo
